Unnamed: 0,Station Code,Station Name,STATE,Temperature Min,Temperature Max,pH Min,pH Max,Conductivity (µmhos/cm) Min,Conductivity (µmhos/cm) Max,Year,Turbidity (NTU),Dissolved Oxygen (mg/L),BOD (mg/L),TDS (mg/L),Hardness (mg/L),Potability
12,1521.0,"O/W. - NEAR RAMA TEMPLE , WARD No.2 , MINDI , VISAKHAPATNAM, A.P",ANDHRA PRADESH,25.0,27.4,7.5,7.54,3120.0,4111.0,2012,14.548647782429915,10.51594319304219,5.729190231005557,1006.827501813147,315.92977967321315,Not Drinkable
13,1522.0,O/W. PEDDANUYYI - VIZIANAGARAM,ANDHRA PRADESH,25.0,36.0,7.08,7.8,671.0,1580.0,2012,9.113172778521575,3.4821746209932463,7.273859011692012,1914.5536983052598,477.36238141364566,Not Drinkable
14,1523.0,"B/W. - NEAR M/S ANDHRA SUGARS LTD. , KOVVUR , W.G.DIST.",ANDHRA PRADESH,24.2,25.0,7.6,7.71,234.0,370.0,2012,14.80330404900776,10.595563969179368,7.8292326507037195,617.9291441219723,254.48160146893866,Not Drinkable
15,1524.0,"O/W. -NEAR PARTAP NAGAR BRIIDGE-KAKINADA , E.G.DIST., A.P",ANDHRA PRADESH,25.0,26.0,7.2,7.38,875.0,1345.0,2012,2.939742936287178,11.027055104453561,2.6424615004550276,1913.2927695478586,277.6024850540223,Not Drinkable
16,1525.0,"B/W - IDA , NEAR CHAITANYA CHLORIDES ,PASHAMAYLAM , MEDAK",ANDHRA PRADESH,26.0,26.0,6.9,6.9,1925.0,1925.0,2012,4.664734825734933,4.987828710542516,2.6785467577076085,438.6454042117123,480.3222203634593,Not Drinkable
17,1791.0,"B/W. - EAST OF SAICHERUVU ,PAIDIPALLY (V),WARANGAL DIST.",ANDHRA PRADESH,28.0,29.0,6.76,7.43,2610.0,4525.0,2012,2.995106732375396,2.246841572245846,3.981503676382177,920.2251467177725,451.566666792888,Not Drinkable
18,1792.0,"B/W-NEAR CKM COLLEGE , ENUMAMULA (V) ,WARANGAL DIST.",ANDHRA PRADESH,26.0,28.0,6.87,7.38,2377.0,3120.0,2012,4.214017645310712,5.200273165623919,6.326797421065433,506.40189911210433,220.3137728273172,Not Drinkable
19,1793.0,"O/W- BHOOMAIAH NEAR ASHPONDS OF NTPC , KUNDANPALLY (V) , RAMAGUNDAM , KARIMNAGAR, A.P",ANDHRA PRADESH,25.0,28.0,7.35,7.93,1664.0,1975.0,2012,1.8305735226716824,2.925004379389638,6.06187955601835,1742.9565294630743,464.1984664176284,Not Drinkable
20,1794.0,"B/W- MANAKONDUR (V) , KARIMNAGAR DIST., A.P",ANDHRA PRADESH,24.0,29.0,7.66,7.75,910.0,944.0,2012,13.639806031181731,7.54356681216369,4.653210661384054,649.1120359954806,480.3222203634593,Not Drinkable
21,1795.0,"B/W. - PANCHAYAT OFFICE ,,BOLLARAM (V) MEDAK DIST., A.P",ANDHRA PRADESH,26.0,27.0,7.0,7.2,6870.0,7120.0,2012,5.8301593453422305,6.6381424972767995,7.4123822460078035,918.7490722668956,186.19057048631402,Not Drinkable
22,1810.0,"B/W - SRI RAMNAGAR COLONY, SAKKAR NAGAR, BODHAN, NIZAMABADDIST. , A.P",ANDHRA PRADESH,28.0,28.0,7.18,7.6,1014.0,2044.0,2012,13.828113525346753,3.659010243707862,3.8410098321136736,1895.433897073662,393.5928807911239,Not Drinkable
23,1811.0,"B/W. - PRIMARY SCHOOL - RUDRAVELLI (V) , BIBINAGAR (M), NALGONDA DIST., A.P",ANDHRA PRADESH,26.0,27.0,8.2,8.3,1050.0,1100.0,2012,2.340279606636548,5.0788638201624945,0.27791957955825186,1182.668406931054,394.17682869623854,Not Drinkable
24,1533.0,"*DIGBOI, TINSUKIA DISTT.,ASSAM",ASSAM,23.0,24.0,5.9,6.9,234.0,518.0,2012,2.995106732375396,3.2627113710773186,5.474629203642134,193.21089807642213,105.46416866212655,Not Drinkable
25,1534.0,"*KARBIANGLONG DISTT., ASSAM",ASSAM,32.0,35.0,4.7,5.8,714.0,847.0,2012,2.995106732375396,10.375308340760556,7.18499067770303,529.0663367516643,299.0042486663757,Not Drinkable
26,1535.0,"*SIBSAGAR , ASSAM",ASSAM,20.0,27.0,6.2,6.7,243.0,365.0,2012,0.5158278167282759,3.659010243707862,2.6785467577076085,1798.5765801387702,61.31935842040092,Not Drinkable
27,1536.0,"*SIBSAGAR, ASSAM",ASSAM,19.0,24.0,6.0,7.1,140.0,175.0,2012,4.963470372789738,8.846261942649663,5.193830236327708,1728.6806352166147,430.2272631047462,Not Drinkable
28,1537.0,"*(JORHAT, ASSAM",ASSAM,22.0,30.0,6.1,7.0,115.0,430.0,2012,8.886218532930638,9.674988305907053,0.8490033485192194,847.79785827694,217.96473155741396,Not Drinkable
29,1538.0,"*SILCHAR, ASSAM",ASSAM,12.0,15.0,6.5,7.1,711.0,913.0,2012,5.8301593453422305,10.13434482324264,0.03603584784230929,,339.6347588975159,Not Drinkable
30,1539.0,"*BARPETA, ASSAM",ASSAM,24.0,26.0,6.5,7.5,111.0,562.0,2012,12.231921426822513,3.506874870008338,1.0729569816783213,1343.800849242481,243.04779978807403,Not Drinkable
31,1540.0,"*BONAIGAON, ASSAM",ASSAM,23.0,25.0,6.6,6.9,264.0,630.0,2012,1.7939136890745255,5.840426383911004,4.653210661384054,1286.9924186016674,443.64313570165746,Not Drinkable
32,1541.0,"*GUWAHATI, ASSAM",ASSAM,25.0,25.0,6.4,6.9,387.0,476.0,2012,9.563362070328196,8.33411740242127,5.50916041811512,247.86458281061527,451.566666792888,Not Drinkable
33,1542.0,"*GUWAHATI, ASSAM",ASSAM,25.0,29.0,7.1,8.1,412.0,561.0,2012,5.8301593453422305,6.989711169137659,6.434437703644134,1972.914933819056,461.813556314744,Not Drinkable
34,2243.0,"GROUND WATER FROM LEDO, MARGHERITA",ASSAM,24.0,25.0,5.1,6.1,324.0,532.0,2012,7.406933945465861,3.2627113710773186,7.927889355973482,1771.616308892647,337.35773196753456,Not Drinkable
35,2244.0,GROUND WATER FROM NAZIRA,ASSAM,20.0,25.0,6.4,6.8,283.0,286.0,2012,,10.040956696335929,0.8140362280081259,1678.5907772023904,222.82132224088596,Not Drinkable
36,2245.0,GROUND WATER FROM NUMALIGARH (NEAR NRL TE LABOR COLONY),ASSAM,27.0,32.0,5.1,6.3,66.0,104.0,2012,11.777639420895204,8.662678614790385,3.808165655040959,1343.800849242481,466.40426484655086,Not Drinkable
37,2246.0,GROUND WATER FROM SEMENCHAPARI,ASSAM,20.0,24.0,6.4,6.8,139.0,468.0,2012,5.8301593453422305,5.075297954904563,1.9936301647302983,1914.5536983052598,440.6441424278209,Not Drinkable
38,2247.0,GROUND WATER FROM SILAPATHAR,ASSAM,20.0,24.0,6.3,6.3,255.0,292.0,2012,10.93510752061481,10.297228663216243,2.35771877485175,977.7990639919955,222.00381860787712,Not Drinkable
39,2248.0,GROUND WATER FROM LAKHIMPUR TOWN,ASSAM,21.0,24.0,5.6,6.3,70.0,483.0,2012,14.260714596148743,10.944043886485073,5.729190231005557,723.1041798108237,373.33998183651636,Not Drinkable
40,2249.0,GROUND WATER FROM TEZPUR (MISSION CHARIALI),ASSAM,20.0,24.0,6.6,6.8,127.0,142.0,2012,1.1182596551965625,10.912000730636024,,1728.6806352166147,402.1983171032486,Not Drinkable
41,2250.0,GROUND WATER FROM NAGAON (PANIGAON),ASSAM,28.0,29.0,6.4,6.8,519.0,839.0,2012,11.583671539449861,5.182620413857259,7.429834954218684,821.3912078866516,111.54865465460006,Not Drinkable
42,2251.0,GROUND WATER FROM JAGIROAD NR HPC EFFLUENT DISCHARGE POINT,ASSAM,27.0,28.0,6.9,7.2,305.0,313.0,2012,11.777639420895204,10.05525913576057,5.511999879908546,1416.2848622138529,110.00410863984294,Not Drinkable
43,2252.0,GROUND WATER NR MSW DUMPING SITE AT GARCHUK-GUWAHATI,ASSAM,25.0,28.0,6.6,7.4,262.0,266.0,2012,12.992642186624028,3.659010243707862,5.852834724155747,1949.2322881034754,169.73568963487315,Not Drinkable
44,2253.0,GROUND WATER FROM NALBARI,ASSAM,24.0,26.0,6.6,6.8,289.0,428.0,2012,5.8301593453422305,10.987878897373477,2.8058983872344703,1979.4405432088831,105.27194415862816,Not Drinkable
45,2254.0,GROUND WATER FROM BARPETA ROAD(RLY STATION),ASSAM,23.0,25.0,5.8,7.1,101.0,910.0,2012,12.125960221746917,5.898997462910806,0.8270240576156791,1408.1268034919628,160.89542635714503,Not Drinkable
46,2255.0,"GROUND WATER NEAR BPRL, DHALIGAON",ASSAM,24.0,27.0,6.0,7.0,357.0,448.0,2012,7.406933945465861,8.054812505259454,7.574740413340127,1431.166254974324,254.48160146893866,Not Drinkable
47,2256.0,GROUND WATER FROM KOKRAJHAR DISTRICT (HS SCHOOL ),ASSAM,24.0,30.0,5.9,6.4,78.0,107.0,2012,2.7728168328829055,2.246841572245846,5.843310023054341,229.6515978957775,222.82132224088596,Not Drinkable
48,2257.0,GROUND WATER FROM DHUBRI DISTRICT (COLLEGE NAGAR ),ASSAM,23.0,31.0,6.5,6.8,345.0,422.0,2012,0.5158278167282759,5.0788638201624945,7.212044955610425,1780.9765562976731,234.72361990530038,Not Drinkable
49,2258.0,GROUND WATER FROM GOALPARA DIST. (GOALPARA COLLEGE ),ASSAM,28.0,28.0,6.1,6.1,362.0,362.0,2012,4.3821697280282725,2.246841572245846,7.8292326507037195,227.42853792654898,466.40426484655086,Not Drinkable
50,2259.0,GROUND WATER FROM DIPHU (GOVT. COLLEGE),ASSAM,32.0,36.0,6.7,7.0,191.0,935.0,2012,1.1106697760113553,10.13434482324264,1.0402100452010608,273.68731586241313,243.04779978807403,Drinkable
51,2261.0,GROUND WATER FROM HAFLONG,ASSAM,10.0,25.0,5.6,7.6,86.0,166.0,2012,2.939742936287178,4.987828710542516,7.447185154971436,1274.075465471458,440.6441424278209,Not Drinkable
52,2262.0,GROUND WATER FROM KARIMGANJ (COLLEGE),ASSAM,13.0,13.0,6.5,6.5,302.0,302.0,2012,9.113172778521575,2.424699092565332,2.6424615004550276,918.7490722668956,255.57594364080083,Not Drinkable
53,2263.0,GROUND WATER FROM HIALAKANDI (NEAR ASTC BUS STAND ),ASSAM,15.0,15.0,6.3,6.3,142.0,142.0,2012,11.564507699318415,6.989711169137659,0.8882793841908763,1771.616308892647,285.50682248861847,Not Drinkable
54,2264.0,GROUND WATER IN PANCHGRAM MARKET NEAR CACHAR PAPER MILL,ASSAM,12.0,15.0,6.7,6.8,431.0,690.0,2012,10.94409267507096,2.1363402390582147,1.8458742128489503,229.6515978957775,402.1983171032486,Not Drinkable
55,1920.0,KAKCHING (THOUBAL DIST.),MANIPUR,17.0,17.0,,,59.4,59.4,2012,14.543769416468379,8.666170848793723,5.843310023054341,227.42853792654898,81.91106293103046,Not Drinkable
56,1406.0,"WELL AROUND UDAIPUR (TUBEWELL), TRIPURA",TRIPURA,25.5,28.0,7.74,7.98,334.0,360.0,2012,5.8301593453422305,6.764612712393995,7.212044955610425,1913.2927695478586,299.0042486663757,Not Drinkable
57,1730.0,"KUNJBAN, AGARTALA, TRIPURA",TRIPURA,26.0,27.0,7.3,7.76,182.0,193.0,2012,1.3273875307787923,5.627536003991521,0.45121086208632377,1343.800849242481,182.1254742791374,Not Drinkable
58,1731.0,"LANKAMURA, TRIPURA",TRIPURA,26.0,28.5,7.68,7.94,82.0,94.0,2012,14.543769416468379,3.1956199775205647,2.5062080891054297,115.58134791252667,160.79214582895173,Not Drinkable
59,1732.0,"A.D.NAGAR, AGARTALA, TRIPURA",TRIPURA,26.5,27.5,7.56,7.74,108.0,120.0,2012,0.3087674144370367,5.227265727266384,2.5590366133421067,490.8771723063661,51.55076469959136,Drinkable
60,1733.0,"SHIBNAGAR, AGARTALA, TRIPURA",TRIPURA,27.0,27.5,7.72,7.85,182.0,196.0,2012,1.465081710095758,2.920987541995898,4.838414094751711,1896.1961079958353,418.9909136370966,Not Drinkable
61,1734.0,"GANDHIGRAM, AGARTALA, TRIPURA",TRIPURA,26.0,27.5,7.42,7.62,162.0,178.0,2012,5.618101782710437,9.242545274991333,0.8882793841908763,1326.8496550167108,402.1983171032486,Not Drinkable
62,1634.0,"POLICE BAZAR, SHILLONG, MEGHALAYA",MEGHALAYA,18.0,18.0,6.0,6.0,175.0,215.0,2012,14.260714596148743,2.876498361946533,0.39322102979768303,1788.694856760813,299.0042486663757,Not Drinkable
63,1635.0,"MAWLAI, SHILLONG,MEGHALAYA",MEGHALAYA,19.0,19.0,5.0,5.0,220.0,255.0,2012,1.6183714048995668,9.803478627401585,4.838414094751711,273.68731586241313,393.5928807911239,Not Drinkable
64,1636.0,"INDUSTRIAL ESTATE, BYRNIHAT, MEGHALAYA",MEGHALAYA,24.0,25.5,6.0,6.5,175.0,260.0,2012,8.968499682166277,8.44902905292356,6.091670667489269,1326.8496550167108,402.38036157155733,Not Drinkable
65,1637.0,"SOHRA CHERRAPUNJEE, MEGHALAYA",MEGHALAYA,18.0,18.0,6.5,6.5,75.0,92.0,2012,1.7380358928769457,10.05525913576057,2.5590366133421067,649.1120359954806,285.50682248861847,Drinkable
66,1638.0,"SHANGPUNG, MEGHALAYA",MEGHALAYA,17.0,19.0,5.1,6.5,115.0,125.0,2012,2.939742936287178,3.659010243707862,5.468739401774952,273.68731586241313,440.6441424278209,Not Drinkable
67,1620.0,"AT RAIPUR REGION, CHHATISSGARH",CHHATTISGARH,25.0,32.0,7.25,7.96,480.0,786.0,2012,5.618101782710437,10.040956696335929,0.32476788241898724,123.53781161713607,118.2529132445141,Not Drinkable
68,1621.0,"AT RAIPUR REGION,CHHATISSGARH",CHHATTISGARH,25.0,31.0,7.65,7.86,496.0,943.0,2012,5.618101782710437,5.227265727266384,7.927889355973482,1780.9765562976731,221.3412308231825,Not Drinkable
69,1622.0,AT BILASPUR REGION,CHHATTISGARH,31.0,31.0,7.5,7.5,789.0,1789.0,2012,1.7939136890745255,9.385058785105187,7.18499067770303,328.1723424859473,443.64313570165746,Not Drinkable
70,1617.0,"OPEN WELL/TUBE WELL INDL AREA MANDIDEEP, RAISEN",MADHYA PRADESH,38.0,38.0,8.2,8.2,340.0,340.0,2012,14.092484123462837,6.606698298334892,0.5017773713156704,1658.2919515027309,285.50682248861847,Not Drinkable
71,1618.0,"GW SAMPLING AT TWO POINTS IN INDUSTRIAL AREA MALANPUR, M.P",MADHYA PRADESH,,,7.4,7.6,821.0,821.0,2012,4.877749830401205,9.84769681824988,2.6212397094689246,1949.2322881034754,323.55902642312344,Not Drinkable
72,1619.0,GROUND WATER SAMPLING AT TWO POINTS IN INDL AREA MALANPUR,MADHYA PRADESH,,,7.26,7.3,818.0,818.0,2012,1.6183714048995668,8.144857775116312,3.387093992539695,490.8771723063661,176.6908000280957,Not Drinkable
73,2143.0,"KATHODA, JABALPUR",MADHYA PRADESH,28.0,28.0,7.3,7.3,475.0,475.0,2012,11.564507699318415,2.920987541995898,0.8270240576156791,1198.7844959941026,435.0911019802386,Not Drinkable
74,2144.0,"MADAI GRAM, JABALPUR",MADHYA PRADESH,32.0,32.0,7.8,7.8,918.0,918.0,2012,7.406933945465861,5.0788638201624945,5.468739401774952,1949.2322881034754,440.6441424278209,Not Drinkable
75,2145.0,"MEHATWAS, NAGDA",MADHYA PRADESH,28.0,29.0,7.76,7.8,1850.0,2514.0,2012,,8.054812505259454,4.659207718943518,1335.5835988837866,186.19057048631402,Not Drinkable
76,2146.0,"BHAGATPURI VILLAGE, NAGDA",MADHYA PRADESH,27.0,29.0,7.2,7.5,1300.0,1340.0,2012,7.871346474483568,5.227265727266384,1.3083654945931142,977.7990639919955,107.72694812719918,Not Drinkable
77,2148.0,"DOSIGAON, RATLAM",MADHYA PRADESH,26.0,26.0,7.4,7.8,1860.0,2210.0,2012,5.618101782710437,7.811954237209566,0.8490033485192194,723.1041798108237,323.55902642312344,Not Drinkable
78,2149.0,"CULVERT ON A.B. ROAD, MAKSI",MADHYA PRADESH,25.0,25.0,7.0,8.0,941.0,1100.0,2012,11.626992350416717,10.595563969179368,0.8140362280081259,918.7490722668956,472.6381377355257,Not Drinkable
79,2153.0,IBRAHIMGANJ NEAR BUS STAND,MADHYA PRADESH,36.0,36.0,7.8,7.8,510.0,510.0,2012,0.5158278167282759,8.737017335421564,2.8793122897229075,920.2251467177725,142.73161358928027,Drinkable
80,1555.0,"AT KALA AMB, H.P",HIMACHAL PRADESH,25.0,26.0,7.3,7.6,369.0,445.0,2012,13.308191138644897,6.423665331024188,5.474629203642134,1728.6806352166147,324.4419132153601,Not Drinkable
81,1556.0,"AT PAONTA SAHIB, H.P",HIMACHAL PRADESH,24.0,26.0,7.28,7.48,541.0,649.0,2012,9.113172778521575,7.466963282963398,0.1578059717054039,1484.4204150621104,402.38036157155733,Not Drinkable
82,1557.0,"AT PARWANOO, H.P",HIMACHAL PRADESH,21.0,24.0,7.23,8.34,365.0,455.0,2012,1.1182596551965625,6.6381424972767995,7.8292326507037195,229.6515978957775,157.01929127442133,Not Drinkable
83,1558.0,"AT BADDI,H.P",HIMACHAL PRADESH,23.0,26.0,7.5,8.3,291.0,709.0,2012,9.113172778521575,3.2777465278999047,4.653210661384054,1935.584421767028,477.36238141364566,Not Drinkable
84,1559.0,"AT BAROTIWALA, H.P",HIMACHAL PRADESH,22.0,27.0,7.58,7.96,329.0,408.0,2012,2.11386337462144,4.536355555140383,7.273859011692012,1018.1725186847866,373.33998183651636,Not Drinkable
85,1560.0,"AT NALAGARH, H.P",HIMACHAL PRADESH,23.0,27.0,7.51,8.27,906.0,1145.0,2012,13.422410256414732,10.040956696335929,6.946376145290623,1331.9088438643166,222.82132224088596,Not Drinkable
86,1561.0,"AT DAMTAL, H.P",HIMACHAL PRADESH,18.0,25.4,7.52,7.59,680.0,701.0,2012,12.231921426822513,10.002063476835792,0.32476788241898724,1139.41630811739,315.7294139647831,Not Drinkable
87,1562.0,"AT UNA, H.P",HIMACHAL PRADESH,15.0,25.0,7.4,7.85,428.0,630.0,2012,8.968499682166277,4.257277238391274,0.27791957955825186,744.0678697425245,51.55076469959136,Not Drinkable
88,1872.0,SHIMLA D/S OF MSW DUMPING SITE,HIMACHAL PRADESH,10.4,14.1,6.62,7.86,232.0,758.0,2012,2.7510676478015075,6.764612712393995,6.4240482436720105,1018.1725186847866,376.47755829129255,Not Drinkable
89,1873.0,DHARAMSHALA KANGRA D/S OF MSW DUMPING SITE,HIMACHAL PRADESH,18.0,20.0,5.85,6.04,269.0,293.0,2012,4.56920653760056,4.536355555140383,0.962007892565877,1431.166254974324,160.89542635714503,Not Drinkable
90,1874.0,SOLAN-D/S OF MSW DUMPING SITE,HIMACHAL PRADESH,12.0,24.0,7.27,8.5,369.0,580.0,2012,4.3821697280282725,6.259377084669395,3.981503676382177,115.58134791252667,461.813556314744,Not Drinkable
91,1875.0,MANDI-D/S OF MSW DUMPING SITE,HIMACHAL PRADESH,18.0,18.0,7.65,7.65,257.0,257.0,2012,12.032954711310595,6.606698298334892,2.594006990815765,684.806235541057,451.566666792888,Not Drinkable
92,1876.0,PARWANOO INDUSTRIAL AREA,HIMACHAL PRADESH,21.0,25.0,6.68,8.32,553.0,763.0,2012,7.840992440729911,5.200273165623919,4.7732631359767215,1042.6312188687452,443.26565572365985,Not Drinkable
93,1877.0,BADDI INDUSTRIAL AREA,HIMACHAL PRADESH,23.0,26.0,7.13,8.23,345.0,398.0,2012,1.1182596551965625,3.1956199775205647,2.734924814098803,177.68548523227213,386.72391847876554,Not Drinkable
94,1878.0,BAROTIWALA INDUSTRIAL AREA,HIMACHAL PRADESH,22.5,27.0,7.4,7.63,360.0,513.0,2012,4.664734825734933,4.987828710542516,7.429834954218684,692.1981880073265,118.2529132445141,Not Drinkable
95,1879.0,NALAGARH INDUSTRIAL AREA,HIMACHAL PRADESH,22.0,28.0,6.6,7.68,888.0,1314.0,2012,10.621088666940683,5.182620413857259,6.434437703644134,920.2251467177725,255.57594364080083,Not Drinkable
96,1880.0,KALA AMB INDUSTRIAL AREA,HIMACHAL PRADESH,26.0,26.0,7.09,7.36,371.0,485.0,2012,2.727374508106509,2.1363402390582147,4.838414094751711,1826.0806770947481,220.3137728273172,Not Drinkable
97,1881.0,PAONTA SAHIB INDUSTRIAL AREA,HIMACHAL PRADESH,23.0,25.0,7.22,8.04,409.0,671.0,2012,7.406933945465861,5.840426383911004,0.8270240576156791,248.26055424232507,243.04779978807403,Not Drinkable
98,1882.0,MEHATPUR INDUSTRIAL AREA,HIMACHAL PRADESH,15.0,24.0,7.68,7.71,573.0,870.0,2012,2.9807352230125863,8.846261942649663,4.7732631359767215,744.0678697425245,85.10841455033145,Not Drinkable
99,1883.0,UNA INDUSTRIAL AREA,HIMACHAL PRADESH,14.0,25.0,7.46,7.75,516.0,794.0,2012,2.939742936287178,5.840426383911004,6.999515244821371,529.0663367516643,176.6908000280957,Not Drinkable
100,2628.0,HAND PUMP AT SHAMSHI,HIMACHAL PRADESH,10.0,16.0,7.29,8.21,301.0,568.0,2012,1.1182596551965625,9.385058785105187,7.574740413340127,1408.1268034919628,443.64313570165746,Not Drinkable
101,2629.0,HAND PUMP AT MANDI TOWN,HIMACHAL PRADESH,20.5,21.0,7.47,7.78,591.0,703.0,2012,5.376985928164089,3.1956199775205647,1.9936301647302983,506.40189911210433,311.5679172886818,Not Drinkable
102,2630.0,HAND PUMP AT HAMIRPUR TOWN,HIMACHAL PRADESH,15.0,15.0,7.0,7.04,7.36,1300.0,2012,10.698671808344924,10.05525913576057,0.01449627095401329,1972.914933819056,214.05657075091335,Not Drinkable
103,2631.0,HAND PUMP AT NADAUN TOWN,HIMACHAL PRADESH,13.0,13.0,6.65,6.78,527.0,811.0,2012,14.260714596148743,9.268388310482376,0.32476788241898724,177.68548523227213,365.41803634224436,Not Drinkable
104,2632.0,HAND PUMP AT BILASPUR TOWN,HIMACHAL PRADESH,22.0,23.0,7.42,7.79,714.0,987.0,2012,6.479175279631736,5.183040946923473,5.3424497598929355,1139.41630811739,61.31935842040092,Not Drinkable
105,2633.0,HAND PUMP AT RECONGPEO,HIMACHAL PRADESH,9.0,9.0,8.85,8.85,244.0,244.0,2012,2.939742936287178,6.8903577530762,6.486624906898167,1658.2919515027309,251.37512263564454,Not Drinkable
106,2634.0,HAND PUMP AT SHIMLA,HIMACHAL PRADESH,10.0,10.6,7.89,7.98,245.0,250.0,2012,14.48448049611839,3.273694734478811,3.387093992539695,247.86458281061527,484.4982985903086,Not Drinkable
107,2635.0,HAND PUMP AT RAMPUR,HIMACHAL PRADESH,10.0,10.0,7.88,8.46,248.0,502.0,2012,7.871346474483568,6.047250638296587,0.1578059717054039,1658.2919515027309,118.2529132445141,Not Drinkable
108,2636.0,HAND PUMP AT KANGRA TEMPLE,HIMACHAL PRADESH,20.0,21.0,6.32,7.01,559.0,695.0,2012,13.308191138644897,7.920168427890628,5.56157167762569,1895.433897073662,477.36238141364566,Not Drinkable
109,2637.0,HAND PUMP AT JWALAJI TEMPLE,HIMACHAL PRADESH,21.0,24.0,7.21,8.6,133.0,1350.0,2012,8.140441247373728,2.920987541995898,5.812835498654952,903.4532198872615,376.47755829129255,Not Drinkable
110,2638.0,HAND PUMP AT CHINTPURNI TEMPLE/ TOWN,HIMACHAL PRADESH,20.0,22.0,7.62,8.02,416.0,552.0,2012,7.871346474483568,10.05525913576057,3.126023876536033,617.9291441219723,285.50682248861847,Not Drinkable
111,2639.0,HAND PUMP AT CHAMUNDA DEVI TEMPLE/ TOWN,HIMACHAL PRADESH,21.0,22.0,6.78,8.22,80.0,133.0,2012,6.479175279631736,4.882515771673685,6.326797421065433,1182.668406931054,205.74681299829658,Not Drinkable
112,2640.0,HAND PUMP AT SANSARPUR TERRACE IA,HIMACHAL PRADESH,24.6,26.0,7.26,7.84,353.0,424.0,2012,11.564507699318415,4.56743496309758,1.445301591219275,1045.024174377625,107.72694812719918,Not Drinkable
113,2641.0,HAND PUMP AT CHAMBA TOWN,HIMACHAL PRADESH,15.0,15.0,7.2,7.48,668.0,691.0,2012,14.80330404900776,10.912000730636024,2.6785467577076085,193.21089807642213,324.4419132153601,Not Drinkable
114,2642.0,HAND PUMP AT DALHOUSIE TOWN,HIMACHAL PRADESH,14.0,16.0,6.41,6.85,222.0,229.0,2012,14.543769416468379,11.242870707946611,2.8793122897229075,1949.2322881034754,440.6441424278209,Not Drinkable
